DistanceToCenter,Total,Living,Kitchen,Repair,RoomsNumber,FurnitureExistence,FloorNumber,Year,NumberOfFloors,RoofType,BuildingType,OverlappingsType,MaterialWalls,PowerСlass,Chute,Playground,Sportsground,PowerSupply,ColdWaterSupply,HotWaterSupply,HeatSupply,GasSupply,WaterDisposal,FireSystem,Id,Adress,Region,City,District,Street,House,Latitude,Longitude,Cost
5202.863111,44,17,11,,1,False,1,,17,,,,,,False,False,False,,,,,,,False,3697," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1675000
5202.863111,43,17,11,,1,False,1,,17,,,,,,False,False,False,,,,,,,False,3698," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1700000
5202.863111,43,17,11,,1,False,2,,17,,,,,,False,False,False,,,,,,,False,3699," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1660000
5202.863111,41,17,11,,1,False,5,,17,,,,,,False,False,False,,,,,,,False,3700," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1815000
5202.863111,43,17,11,,1,False,5,,17,,,,,,False,False,False,,,,,,,False,3701," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1925000
5202.863111,43,17,11,,1,False,5,,17,,,,,,False,False,False,,,,,,,False,3702," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1820000
5202.863111,41,17,11,,1,False,6,,17,,,,,,False,False,False,,,,,,,False,3703," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1660000
5202.863111,43,17,11,,1,False,6,,17,,,,,,False,False,False,,,,,,,False,3704," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1700000
5202.863111,43,17,11,,1,False,6,,17,,,,,,False,False,False,,,,,,,False,3705," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1700000
5202.863111,43,17,11,,1,False,7,,17,,,,,,False,False,False,,,,,,,False,3706," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1700000
5202.863111,43,17,11,,1,False,7,,17,,,,,,False,False,False,,,,,,,False,3707," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1675000
5202.863111,39,17,11,,1,False,7,,17,,,,,,False,False,False,,,,,,,False,3708," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1765000
5202.863111,39,17,11,,1,False,7,,17,,,,,,False,False,False,,,,,,,False,3709," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1765000
5202.863111,39,17,11,,1,False,8,,17,,,,,,False,False,False,,,,,,,False,3710," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1765000
5202.863111,39,17,11,,1,False,9,,17,,,,,,False,False,False,,,,,,,False,3711," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1765000
5202.863111,39,17,11,,1,False,10,,17,,,,,,False,False,False,,,,,,,False,3712," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1765000
5202.863111,39,17,11,,1,False,11,,17,,,,,,False,False,False,,,,,,,False,3713," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,12,,17,,,,,,False,False,False,,,,,,,False,3714," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,13,,17,,,,,,False,False,False,,,,,,,False,3715," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,14,,17,,,,,,False,False,False,,,,,,,False,3716," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,15,,17,,,,,,False,False,False,,,,,,,False,3717," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,15,,17,,,,,,False,False,False,,,,,,,False,3718," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1600000
5202.863111,39,17,11,,1,False,16,,17,,,,,,False,False,False,,,,,,,False,3719," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1695000
5202.863111,39,17,11,,1,False,16,,17,,,,,,False,False,False,,,,,,,False,3720," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1775000
5202.863111,43,17,11,,1,False,9,,17,,,,,,False,False,False,,,,,,,False,3721," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1695000
5202.863111,43,17,11,,1,False,10,,17,,,,,,False,False,False,,,,,,,False,3722," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,1695000
